1986	"La tensión crecía, se esperaba saber qué habían dictaminado los espectadores. 58,94 % de los votos sobre el 41,06% (en total fueron más de 600 mil) llevaron a Tito; y era lo más justo para todos, de acuerdo a lo que incluso la propia Chaves había aceptado."	Ambas o ninguna (both or none)
1376	"Cientos de hinchas poblaron las inmediaciones del estadio Ellis Park que tiene capacidad para 55.686 personas sentadas para alentar a la Selección, con banderas, gorros y los clásicos cánticos que animan estos festejos en la estadio en Johannesburgo. Los integrantes del seleccionado nacional almorzaron liviano en Pretoria, Maradona brindó una charla técnica y dos horas y media antes de la gran contienda partirán hacia Ellis Park."	Argentina (es-AR)
1623	"Aun así, y con la orden de militarización firmada ya, los controladores aéreos del turno de noche en Canarias acudieron a sus puestos, al igual que cinco de los 16 que trabajan en las instalaciones de Palma de Mallorca, por lo que los aeropuertos de ambos archipiélagos estaban preparados para operar. Sin embargo, fuentes AENA señalaron que los profesionales se encontraban en sus puestos pero sin prestar el servicio."	España (es-ES)
3683	"La primera edición de este torneo verá la luz el próximo 8 de diciembre, aunque ya ha asomado la cabecita. Aprovechando la pasada edición de la Supercopa de España se sortearon los emparejamientos de las tres primeras eliminatorias del torneo del KO, como en fútbol."	España (es-ES)
1284	"El embajador azerí en Teherán, Javanshir Akhundov, acaba de añadir combustible a este fuego al revelar que las armas no serían jamas usadas contra Irán sino para “liberar la tierra azerbaijana ocupada”, en alusión a ese enclave que el dictador Joseph Stalin le arrebató al pueblo armenio en tiempos de la URSS. Este ruido de cañones es un murmullo que poco se advierte pero al que habría que prestar urgente atención antes de que su sonido lo cubra todo."	Ambas o ninguna (both or none)
4748	"De todas maneras, las reservas siguen estabilizadas en el entorno de los u$s 48.000 / u$s50.000 M desde diciembre pasado, lo que indica que una parte sustancial de las compras compensa el efecto del pago de los servicios de deuda pública, subraya el mencionado informe."	Ambas o ninguna (both or none)
1055	"Claro está, que tampoco se les va a reprochar a los traficantes que cada vez sean menos los que se arriesgan. Si hubieran podido ver cómo funciona de verdad el SIVE, no habría ni uno solo que hiciera el intento."	Ambas o ninguna (both or none)
1100	"Los goles colombianos los convirtieron Edwin Cardona a los 40 minutos y 85 de penal, Michael Ortega a los 67, mientras que los paraguayos fueron de Claudio Correa a los 35 y Oscar Ruiz a los 37 y a los 56."	Argentina (es-AR)
4520	"El negocio de cercanía o almacén es un formato que suele tomar relevancia en épocas de crisis, cuando los consumidores dejan de hacer las compras grandes del mes en los hipermercados y se manejan más en el día a día. Pero desde hace algunos años, el sector viene registrando muy buenos niveles de venta, despegándose de esa imagen."	Argentina (es-AR)
263	"Según afirman fuentes cercanas a estos militantes, el objetivo de esta petición es buscar un revulsivo para el socialismo en Camargo. Sin embargo, en esta decisión sobre las primarias se verá reflejada claramente la postura de la ejecutiva regional. Si es a favor, los socialistas camargueses podrán elegir su propio candidato, pero si es en contra el candidato será impuesto y el que parece mejor situado es Ángel Duque."	España (es-ES)
434	"Grandes expertos y multitud de comercios se rinden al encanto de la XIII Muestra Internacional del Vino y Productos de la Tierra de Ávila que tendrá lugar por primera ves en el nuevo Palacio de Congresos Lienzo Norte, los días 2 y 3 de marzo. El presidente de la Asociación de Sumilleres de Ávila, Rafael Mancebo, anunció ayer la presencia de un grupo de alumnos de la Universidad de Salamanca y de grandes referentes en el mundo del vino como José Peñín, como últimas novedades de esta feria a falta de una semana para su inauguración."	España (es-ES)
2710	"Unos 300 empresarios de la región fueron ayer a escuchar cuáles son las perspectivas financieras para 2011 dela presidenta del Banco Central, Mercedes Marcó del Pont."	Argentina (es-AR)
106	"En rueda de prensa, el responsable de Movilidad, Pedro Aguirre, ha asegurado que el inicio del nuevo servicio es ""una buena noticia para todos los vecinos de Torrelavega"", a pesar del posible retraso en su comienzo debido a la tramitación del expediente administrativo."	España (es-ES)
2646	El jazz sudamericano está de luto. Así también otros tantos bateristas y colegas que lo acompañaron por el camino de la música argentina. Ese camino en donde su huella quedará eternamente plasmada.	Argentina (es-AR)
270	"Las primeras desarrollarán las funciones ordinarias, la oficina central inscribirá las resoluciones de la Dirección General de Registros y del Notariado, los documentos auténticos extranjeros y encargarse de la cooperación jurídica internacional, mientras que las consulares no varían sustancialmente con respecto al actual modelo."	Ambas o ninguna (both or none)
619	La obra presenta los monólogos de ocho mujeres creados por Ensler a partir de una serie de más de 200 entrevistas. El resultado es un retrato profundo y heterogéneo de las llamadas «cuestiones de género» en las que las protagonistas expresan sus sentimientos y sensaciones.	Ambas o ninguna (both or none)
3724	"Perros de la calle y La naranja mecánica figuran dentro de la lista de filmes preferidos de la tinerfeña, que afirma sentirse más cómoda con la comedia que con el drama. Palabras de unja chica “de la Iglesia”."	Argentina (es-AR)
4792	"Según informó ayer Andalucía Innova, dependiente de la Consejería de Innovación, Ciencia y Empresa, estos nuevos avances, fruto de un proyecto de excelencia de este departamento, permitirán mejorar las posibilidades de la medicina regenerativa en intervenciones para la recuperación o sustitución de órganos y tejidos perdidos o dañados por cualquier patología o traumatismo."	España (es-ES)
2213	"Además del campeonato, el 'Telefónic'a se impuso en la IX Regata SAR Infanta Elena, que estaba incluida dentro del Mundial, con cinco puntos de ventaja sobre el Vindio después de tres días de competición."	España (es-ES)
4396	"Desde la constructora aclararon que no creen en la viabilidad de la adjudicación de la UTE. ?Para nuestro entender, esas empresas no reúnen los requisitos necesarios para que le acrediten la obra y ante nuestras observaciones, el Ministerio tomará la decisión correcta?, expresó Sanánez. La mira no está puesta tanto en Electroluz, pero sino en Pilatti y Cocyar."	Ambas o ninguna (both or none)
4365	"Sheen fue la gran figura del show, hasta que a finales del año pasado sus ausencias en los rodajes llevaron a la cancelación de la temporada del programa. La posterior pelea con el productor ejecutivo, Chuck Lorre, derivaron en el despido de Sheen."	Ambas o ninguna (both or none)
1708	"En el ejercicio 2010/11, el sector ganadero destinará 83.262 millones de pesos en concepto de gastos, inversión y reposición para la producción de carne vacuna en la Argentina, según se desprende de un informe realizado por la Comisión de Enlace, con el financiamiento del Fondo Federal Agropecuario y con el soporte del Movimiento CREA."	Argentina (es-AR)
1172	"Su madre, antes de morir, declaró ante un notario que José Collado era hijo del marqués y fue entonces cuando este hombre inició su lucha en los tribunales. Un error en la transcripción del apellido, Callado por Collado, archivó el caso."	Ambas o ninguna (both or none)
4404	"Para la Federación Agraria, ""es imprescindible e impostergable, que la mayor carga fiscal recaiga sobre los sectores de mayores ingresos; en nuestro sector, sobre las exportadoras, los pooles de siembra y los grupos más concentrados""."	Ambas o ninguna (both or none)
358	"El objetivo del documental, tal y como destacó Guerra, «ha sido extender el conocimiento de la obra de Miguel Hernández a la mayor cantidad de público posible para que, así, decidan acudir a la fuente original, es decir, a leer los poemas»."	España (es-ES)
1854	"El administrador y propietario del hotel Los Monteros de Marbella, Ernest Malhysev, ha presentado en el juzgado de lo Mercantil de Málaga una solicitud de concurso de acreedores (antigua suspensión de pagos), según el sindicato de Comercio, Hostelería y Turismo de CC.OO. de Málaga. El concurso corresponde, según Comisiones Obreras, a tres de las empresas del Grupo, Las Dunas Land SL, Inversiones Aljoda, SL e Inversiones Dajoal, SL."	España (es-ES)
3106	"El accidente se ha producido sobre las diez y media de la mañana cuando la víctima, vecino de la zona, ha tratado de cruzar indebidamente la calzada, a la altura del concesionario de vehículos Volvo."	España (es-ES)
2247	"Benjamín Vicuña Intimo amigo del nieto político de Mirtha Legrand (Gonzalo Valenzuela), Benjamín Vicuña será una de las figuras fuertes de La dueña, la ficción que protagonizará Chiquita por Telefe."	Argentina (es-AR)
1805	"Lamentablemente para Google, las tiendas locales que ofrecen contenidos de forma gratuita, son utilizados por muchos de los usuarios de Android en China, ya que la mayoría de los dispositivos vendidos en el país no están sincronizados con el oficial Android Market."	Ambas o ninguna (both or none)
3916	"Pamuk se va del país desilusionado y no importan las señoras que se peleaban para ganarse un lugar en la sala. Pero la culpa, en buena medida, la tiene el escritor, que vino a buscar la Buenos Aires de Borges. ?Quería conocer la Buenos Aires de Borges y toda la gente a la que le expresé ese deseo me dijo que esa ciudad había desaparecido hace 50 años?. Mala suerte para el Nobel. ?Buenos Aires me hizo acordar a una ciudad europea, pero también pude captar lo local, que tiene su aspecto pobre e internacional a la vez?, reflexionó."	Argentina (es-AR)
4664	"Mejores resultados presenta el análisis para los servicios relacionados con la educación y los productos diarios. En el primero de los casos, el 82% de la población se encuentra a menos de 300 metros de un centro de Educación Infantil, el 71% a menos de 300 metros de un centro de Educación Primaria y el 83% a menos de 500 metros de un centro de Educación Secundaria. A nivel global, nueve de cada diez malagueños tienen cerca un centro educativo."	España (es-ES)
4206	"Podés escuchar la charla completa que mantuvo con el conductor del programa, Gabriel González. En ese diálogo también relata cómo hace una casa de electrodomésticos local para competir cara a cara con las grandes cadenas nacionales del sector y supermercados."	Argentina (es-AR)
932	"El motor diesel, que llegará en 2011, es un 2.0 litros VCDi turboalimentado que desarrolla 150 CV a 4000 rpm y un torque de 320Nm a 2000 rpm. Ambos motores cumplen con las normas de emisión Euro IV y pueden combinarse con una transmisión manual de 5 velocidades, mientras que el naftero además podrá acoplarse a una transmisión automática de 6 velocidades, también disponible a partir de 2011."	Ambas o ninguna (both or none)
512	"El secretario de Organización del PSOE, Marcelino Iglesias, ha opinado que la reacción española ante los disturbios de El Aaiún ha sido la adecuada porque ""España tiene que entender que la relación con Marruecos es una relación muy especial""."	España (es-ES)
3278	"La cordobesa que se encuentra entre los doce finalistas de Bailando 2011, se lució con clásicos como “Unbreak my heart” de Tony Braxton y “More than words” de Extreme."	Argentina (es-AR)
4220	"Patricia Gaztañaga comenzó su carrera profesional a los 17 años en ""Los 40 principales"" y se dio a conocer en televisión con espacios como ""Ésta es mi gente"", en Euskal Telebista (ETB); a lo largo de su carrera ha recibido premios como el Iparraguirre a la mejor presentadora de la historia de ETB y el TP de Oro 2002 al mejor magacín."	España (es-ES)
1312	"Las previsiones establecen que para el año 2012 se dará cobertura a cada vecino rosarino con diferentes estrategias de separación de residuos, de acuerdo a las características del sector."	Ambas o ninguna (both or none)
975	"Después de licenciarse en Económicas, Patricia Rosales decidió ponerse a estudiar moda y diseño. Como no le convenció el método de estudio que se impartía en España, creó su propia escuela de moda en Madrid, ESmes."	España (es-ES)
539	"Esta línea investigativa es sostenida por varios indicios, pero se fortaleció luego de la autopsia al cuerpo de Heyn realizada ayer. Hay que recordar que el funcionario argentino fue hallado desnudo, ahorcado y sin una nota de suicidio aparente en su habitación de hotel. Además, también se reveló que el cuerpo no presentaba signos de violencia."	Argentina (es-AR)
976	"La agencia meteorológica japonesa reportó una magnitud de 6,9; sin embargo, la oficina geológica estadounidense señaló que ésta era de 6,6. La razón de la discrepancia no quedó clara de forma inmediata."	Ambas o ninguna (both or none)
1777	"La intervención política que encabezó Guillermo Moreno en el INDEC a fines de 2006, alentó en principio a las consultoras dirigidas por economistas a dar a conocer sus estadísticas propias sobre los precios. Pero desde mediados del año pasado Moreno los intimó judicialmente y les aplicó multas. Por eso, un grupo de diputados tomó la posta de difundir los datos, que casi siempre duplicaron a los oficiales."	Argentina (es-AR)
2	"Si bien el 19 de enero se dictó la conciliación obligatoria, el gremio aseguró no haber sido notificado. En las próximas horas habrá una reunión en la sede del sindicato de Camioneros donde los representantes en distintas áreas definirán acciones conjuntas. No se descarta un paro nacional encabezado por el propio titular de la CGT, Hugo Moyano."	Argentina (es-AR)
1192	"El cambio de ubicación de unos servicios existentes en la planta baja y la construcción de una rampa para minusválidos, unas obras realizadas hace más de cinco años, han sido las últimas mejoras acometidas en un edificio que aún conserva unas ventanas de los años cincuenta."	España (es-ES)
3871	"Interpelado en diversas ocasiones sobre esta cuestión, el portavoz del Episcopado remitió a la «lectura íntegra» del discurso de Blázquez, que incluye la palabra perdón varias veces «que se refieren a distintos campos y contenidos», dijo de manera algo sinuosa. Martínez Camino puntualizó que «hay que leerlas como están en el discurso, en su contexto exacto, y no sacarlas fuera de contexto, porque está clarísimo lo que dice». Cuestión distinta, subrayó, «es que se diga lo que el discurso no dice, cuando está clarísimo»."	España (es-ES)
3109	"En caso de viajar, circular por carreteras principales y autopistas y si se está en el campo, alejarse de los ríos, torrentes y zonas bajas de laderas y colinas, evitando atravesar vados inundados. Por el contrario, habrá que dirigirse a los puntos más altos de la zona."	Ambas o ninguna (both or none)
2879	Una diagonal desde campo propio dejó solo a Higuaín ante un Toño que acabó desesperado. Los cinco de atrás estaban muy adelante. Todo un contrasentido (además de un claro error táctico). El argentino fue el primero en levantar los brazos.	España (es-ES)
3670	"Así las cosas, aún con planos terminados y con la división catastral definida, los fiduciantes no podrán avanzar con las escrituraciones, por lo que aquellos propietarios que deseen vender sus unidades pueden caer en una contienda con el fideicomiso, ocasionando un efecto dominó."	Argentina (es-AR)
3185	La Bolsa de Comercio de Rosario estima que las ventas externas agrícolas del país suman u$s24.000 millones este año gracias principalmente a la soja.	Argentina (es-AR)
4452	"El subdelegado del Gobierno en Málaga, Hilario López Luna, y el delegado provincial del Instituto Nacional de Estadística (INE) y delegado de la Oficina del Censo Electoral, Antonio Requena, han explicado en rueda de prensa los plazos y requisitos que deben seguir los ciudadanos extranjeros residentes para poder participar en las elecciones municipales del próximo mes de mayo."	España (es-ES)
1785	"Los galardones de oro plateado incluyeron uno al de Mejor Guión por la legendaria película ""Citizen Kane"" (El ciudadano Kane), entregado a Herman Mankiewicz en 1941. La casa de remates Nate D. Sanders vendió esa estatuilla por 588.455 dólares, el precio más alto pagado por un Oscar. El total de la subasta alcanzó los 3.060.089 dólares."	Ambas o ninguna (both or none)
914	Una nueva votación. Eso fue lo que pidieron hoy al menos 50.000 personas que se manifestaron en las calles de Moscú contra el presunto fraude ocurrido en las elecciones legislativas del domingo pasado en Rusia.	Ambas o ninguna (both or none)
3863	"Hace unos días se dio a conocer el auto de apertura de juicio oral, emitido por la juez del Juzgado Número 1 de La Línea, por el caso Roseworld, en el que se investigan presuntos delitos de prevaricación, alteración de precios en concursos y subastas públicas, estafa, fraude, malversación de caudales públicos, cohecho, blanqueo de capitales y asociación para delinquir."	España (es-ES)
2780	"Su enfermedad fue muy divulgada y algunos creen que ha ayudado a que las jóvenes se realicen revisiones, algunos lo califican como el ""Efecto Kylie""."	Ambas o ninguna (both or none)
1149	"Humildemente digo que si alguna vez ven la oportunidad de que yo pudiera trabajar en la serie, estaría honrado. Además creo que los actores tienen mucho talento, sería divertido, manifestó ofreciéndose a participar."	España (es-ES)
3449	"Sobre el 54% obtenido en las elecciones, aseveró que “no me apoyaron a mí, apoyaron a este modelo para defender los derechos de los trabajadores y del empresariado”."	Ambas o ninguna (both or none)
199	"La sal suele utilizarse para la preservación de los alimentos y, en algunos productos, para bloquear sabores amargos explica este experto. ""Además, algunos productores la añaden porque dicen que aumenta la aceptación del consumidor de determinados sabores y texturas"", añade."	Ambas o ninguna (both or none)
2000	La noticia abre el juego para que el gobierno en Atenas pueda recibir un segundo paquete de ayudas por valor de 130.000 millones de euros y evitar así la suspensión de pagos.	Ambas o ninguna (both or none)
574	Gran Bretaña y Francia pasaron la semana intentando persuadir a otros aliados de la OTAN para que contribuyan con más poder de fuego para remover la fuerza blindada de Gaddafi y permitir que los rebeldes que controlan el este del país puedan derrocarlo.	Ambas o ninguna (both or none)
3823	"El presidente puso de relieve la importante inversión realizada por Lusanz en Lantueno , en respuesta a la cual el Gobierno de Cantabria ha concertado 85 de las 97 plazas. Revilla recalcó también la importancia de la colaboración entre el sector público y el sector privado para prestar la mejor atención a las personas mayores."	España (es-ES)
4859	Los indicios sugieren que la contaminación radiactiva podría ser peor de lo que se pensaba en un principio y que una contaminación en los mantos acuíferos subterráneos sería la consecuencia más probable.	Ambas o ninguna (both or none)
708	"Con el apoyo de la Subsecretaría de la Producción cinco pequeñas empresas de la ciudad participaron con gran éxito de Espodema 2011. Entre los días jueves 22 y domingo 25 de septiembre tuvo lugar, en el Salón de Usos Múltiples (SUM) en el Predio Ferial Esperanza, la 15º Feria Internacional del Mueble y la Madera. La misma contó con la presencia de numerosos expositores y fue visitada por profesionales (arquitectos, diseñadores, distribuidores, agentes, entre otros); asimismo alrededor de casi 18.000 visitantes recorrieron sus instalaciones."	España (es-ES)
3993	El sindicato Jóvenes Agricultores (Asaja) ha emitido una nota en la que indica que ha logrado el compromiso del Gobierno de apoyar el cultivo de algodón en la Vega Baja.	España (es-ES)
4915	"Por último hace hincapié en la necesidad de mejorar la profesionalidad, el control a la creación de empresas y en promover un urbanismo más racional y sostenible."	España (es-ES)
217	"Esta semana hace ocho años que me trasladé a Los Ángeles con mi madreMe parece una locura el poder estar aquí ahora, expresó al recibir el premio."	Ambas o ninguna (both or none)
1222	"Mediante la realización de estos talleres con actividades teóricas y prácticas, el Programa de Prevención de la Dependencia de la Fundación la Caixa trata de optimizar las capacidades de las áreas cognitiva, sensorial y motriz de estas personas, contribuyendo a prevenir y retrasar las pérdidas provocadas por el envejecimiento, así como a mantener la red de relaciones personales. Se pretende que las personas mayores integren hábitos saludables en su estilo de vida y fomenten su autonomía."	España (es-ES)
365	"Las redes sociales están modificando de a poco la forma de hacer negocios. Por tal motivo, participar de esa comunicación es comenzar un nuevo camino y adquirir otras herramientas que nos ayuden a generar mejores negocios."	Ambas o ninguna (both or none)
2432	"Los funcionarios, empleados públicos y altos cargos de la Administración Pública Vasca sufrirán el recorte de sus salarios en la nómina de julio pero con carácter retroactivo a fecha 1 de junio, según ha anunciado hoy la portavoz del Gobierno Vasco , Idoia Mendia."	España (es-ES)
308	"No le pasa nada a Ronaldo. No está deprimido Ronaldo. No ha ido a un psicólogo, como se ha dicho estos días. El Madrid ya le fichó así y lo que la pasa es que tiene esa ansiedad. Lo único que le pasa es que ha venido fichado por 96 millones de euros y nada de lo que hace mal se lo podemos perdonar, explicó la periodista sobre el jugador merengue."	España (es-ES)
3062	"El nuevo contrato implica la colocación, en el mismo punto, de barandillas rígidas, fijas y perpendiculares a la línea de costa hasta una profundidad de un metro, así como la instalación de zona de asientos y sombra en el interior del agua. EFE"	España (es-ES)
1441	"Una protesta “salvaje” de los camioneros, que transportan el 95% de las mercaderías que se consumen en Italia, sumergió ayer al país en una caótica escasez de productos de primera necesidad."	Argentina (es-AR)
2355	"Para Fujimori, recluido en la Dirección de Operaciones Especiales (Diroes), la Fiscalía pide siete años de cárcel y el pago de 100.000 nuevos soles (unos 32.700 dólares ó 23.350 euros) por el delito de usurpación de funciones."	España (es-ES)
244	"Dinamarca, por su parte, aprobó en junio pasado una ley que autoriza un cambio similar. Grecia presentará un proyecto de ley para legalizar los juegos de azar en línea, que actualmente están prohibidos."	Argentina (es-AR)
